count,name,search
89,psychedelic,Captain%20Beefheart%20%26%20The%20Magic%20Band
69,blues,Captain%20Beefheart%20%26%20The%20Magic%20Band
48,rock,Captain%20Beefheart%20%26%20The%20Magic%20Band
100,indie rock,Carolina%20Liar
88,alternative rock,Carolina%20Liar
86,indie,Carolina%20Liar
71,alternative,Carolina%20Liar
59,rock,Carolina%20Liar
100,synthpop,Cause%20And%20Effect
62,electronic,Cause%20And%20Effect
33,synth pop,Cause%20And%20Effect
15,pop,Cause%20And%20Effect
15,alternative,Cause%20And%20Effect
100,jazz,Charles%20Lloyd%20Quartet
50,saxophone,Charles%20Lloyd%20Quartet
21,instrumental,Charles%20Lloyd%20Quartet
100,r and b,Cheryl%20Pepsii%20Riley
50,quiet storm,Cheryl%20Pepsii%20Riley
100,country,Chuck%20Wicks
41,modern country,Chuck%20Wicks
23,male country,Chuck%20Wicks
21,contemporary country,Chuck%20Wicks
100,rock,CKY
61,hard rock,CKY
55,alternative rock,CKY
50,metal,CKY
36,alternative,CKY
100,disco,Colonel%20Abrams
81,house,Colonel%20Abrams
72,80s,Colonel%20Abrams
58,dance,Colonel%20Abrams
58,funk,Colonel%20Abrams
100,singer-songwriter,Conor%20Oberst
87,indie,Conor%20Oberst
83,folk,Conor%20Oberst
45,indie rock,Conor%20Oberst
100,hip-hop,Cormega
76,rap,Cormega
54,east coast rap,Cormega
47,hip hop,Cormega
100,gangsta rap,Crime%20Boss
72,dirty south,Crime%20Boss
43,southern rap,Crime%20Boss
100,hard rock,D.A.D.
82,rock,D.A.D.
18,hair metal,D.A.D.
18,metal,D.A.D.
100,rock,dada
74,alternative rock,dada
64,alternative,dada
58,electronic,dada
48,90s,dada
100,post-hardcore,Dance%20Gavin%20Dance
44,experimental,Dance%20Gavin%20Dance
38,screamo,Dance%20Gavin%20Dance
22,hardcore,Dance%20Gavin%20Dance
20,emocore,Dance%20Gavin%20Dance
100,folk,Dar%20Williams
82,singer-songwriter,Dar%20Williams
74,female vocalists,Dar%20Williams
36,acoustic,Dar%20Williams
34,indie,Dar%20Williams
100,blues,David%20Clayton-Thomas
56,blues rock,David%20Clayton-Thomas
34,jazz,David%20Clayton-Thomas
34,soul,David%20Clayton-Thomas
34,canadian,David%20Clayton-Thomas
100,bluegrass,David%20Grisman
66,jazz,David%20Grisman
60,acoustic,David%20Grisman
53,folk,David%20Grisman
100,country,David%20Nail
29,male vocalists,David%20Nail
27,contemporary country,David%20Nail
19,alt-country,David%20Nail
100,power pop,David%20Werner
80,new wave,David%20Werner
40,70s,David%20Werner
40,aor,David%20Werner
40,melodic rock,David%20Werner
100,jazz,Dee%20Dee%20Bridgewater
72,female vocalists,Dee%20Dee%20Bridgewater
41,jazz vocal,Dee%20Dee%20Bridgewater
33,vocal jazz,Dee%20Dee%20Bridgewater
100,hardcore,DFC
30,punk,DFC
30,hardcore punk,DFC
100,oldies,Diane%20Renay
80,pop,Diane%20Renay
60,60s,Diane%20Renay
88,surf,Dick%20Dale%20and%20The%20Del-Tones
48,instrumental,Dick%20Dale%20and%20The%20Del-Tones
42,rock,Dick%20Dale%20and%20The%20Del-Tones
41,60s,Dick%20Dale%20and%20The%20Del-Tones
100,hip-hop,Domingo
46,classical,Domingo
46,folk,Domingo
37,underground hip-hop,Domingo
100,hard rock,Don%20Dokken
60,heavy metal,Don%20Dokken
50,hair metal,Don%20Dokken
27,80s,Don%20Dokken
100,disco,Don%20Ray
40,northern soul,Don%20Ray
20,pop,Don%20Ray
20,70s,Don%20Ray
14,male,Don%20Ray
100,heavy metal,Doro%20Pesch
54,hard rock,Doro%20Pesch
31,metal,Doro%20Pesch
30,female vocalists,Doro%20Pesch
100,disco,Double%20Exposure
74,funk,Double%20Exposure
70,soul,Double%20Exposure
75,swedish,Dreamboy
50,indie,Dreamboy
25,power pop,Dreamboy
100,hip-hop,Dungeon%20Family
75,rap,Dungeon%20Family
50,hip hop,Dungeon%20Family
39,dirty south,Dungeon%20Family
100,alternative,Dynamite%20Hack
86,rock,Dynamite%20Hack
38,indie,Dynamite%20Hack
38,punk,Dynamite%20Hack
32,90s,Dynamite%20Hack
100,hip-hop,Earl%20Sweatshirt
64,rap,Earl%20Sweatshirt
42,underground hip-hop,Earl%20Sweatshirt
100,female vocalists,Edie%20Brickell
81,singer-songwriter,Edie%20Brickell
52,pop,Edie%20Brickell
51,rock,Edie%20Brickell
45,alternative,Edie%20Brickell
100,pop,Ella%20Henderson
69,british,Ella%20Henderson
61,soul,Ella%20Henderson
49,singer-songwriter,Ella%20Henderson
100,new wave,Elliot%20Easton
75,rock,Elliot%20Easton
50,instrumental,Elliot%20Easton
50,80s,Elliot%20Easton
50,guitar,Elliot%20Easton
100,post-hardcore,Emery
98,screamo,Emery
81,emo,Emery
59,rock,Emery
48,emocore,Emery
100,blues,Eric%20Clapton%20And%20Steve%20Winwood
95,blues rock,Eric%20Clapton%20And%20Steve%20Winwood
84,classic rock,Eric%20Clapton%20And%20Steve%20Winwood
45,rock,Eric%20Clapton%20And%20Steve%20Winwood
45,guitar,Eric%20Clapton%20And%20Steve%20Winwood
100,funk,Ernie%20Isley
60,guitar,Ernie%20Isley
40,rnb,Ernie%20Isley
20,rock,Ernie%20Isley
20,soul,Ernie%20Isley
100,indie,Esteban
59,rock,Esteban
100,australian,Eurogliders
100,new wave,Eurogliders
62,80s,Eurogliders
31,pop,Eurogliders
100,hardcore,Every%20Time%20I%20Die
75,metalcore,Every%20Time%20I%20Die
33,southern rock,Every%20Time%20I%20Die
25,screamo,Every%20Time%20I%20Die
24,metal,Every%20Time%20I%20Die
100,pop,Fairground%20Attraction
99,female vocalists,Fairground%20Attraction
63,folk,Fairground%20Attraction
63,scottish,Fairground%20Attraction
61,80s,Fairground%20Attraction
100,folk,Father%20John%20Misty
64,indie,Father%20John%20Misty
45,indie folk,Father%20John%20Misty
44,alt-country,Father%20John%20Misty
40,folk rock,Father%20John%20Misty
100,pop,Feargal%20Sharkey
91,80s,Feargal%20Sharkey
66,new wave,Feargal%20Sharkey
57,irish,Feargal%20Sharkey
37,male vocalists,Feargal%20Sharkey
100,pop punk,Fenix%20TX
77,punk rock,Fenix%20TX
71,punk,Fenix%20TX
39,rock,Fenix%20TX
32,alternative,Fenix%20TX
100,folk,First%20Aid%20Kit
69,swedish,First%20Aid%20Kit
66,indie,First%20Aid%20Kit
56,female vocalists,First%20Aid%20Kit
35,dream pop,First%20Aid%20Kit
100,classic rock,Five%20Man%20Electrical%20Band
83,rock,Five%20Man%20Electrical%20Band
80,canadian,Five%20Man%20Electrical%20Band
60,70s,Five%20Man%20Electrical%20Band
38,soft rock,Five%20Man%20Electrical%20Band
100,post-punk,Gang%20Of%20Four
46,new wave,Gang%20Of%20Four
30,punk,Gang%20Of%20Four
23,80s,Gang%20Of%20Four
19,indie,Gang%20Of%20Four
100,funk,Harvey%20Mason
87,jazz,Harvey%20Mason
50,soul,Harvey%20Mason
50,fusion,Harvey%20Mason
100,hard rock,Heartland
89,country,Heartland
89,aor,Heartland
65,melodic rock,Heartland
48,rock,Heartland
35,oldies,Heintje
29,german,Heintje
74,folk,Israel%20%22IZ%22%20Kamakawiwo%27Ole
64,acoustic,Israel%20%22IZ%22%20Kamakawiwo%27Ole
46,singer-songwriter,Israel%20%22IZ%22%20Kamakawiwo%27Ole
38,world,Israel%20%22IZ%22%20Kamakawiwo%27Ole
78,alternative,Jack%27s%20Mannequin
59,emo,Jack%27s%20Mannequin
59,indie,Jack%27s%20Mannequin
50,rock,Jack%27s%20Mannequin
100,blues,James%20Cotton
23,rhythm and blues,James%20Cotton
50,easy listening,James%20Last%20Band
25,all,James%20Last%20Band
100,singer-songwriter,James%20McMurtry
88,alt-country,James%20McMurtry
59,americana,James%20McMurtry
54,folk,James%20McMurtry
35,texas,James%20McMurtry
100,country,Jaron%20And%20The%20Long%20Road%20To%20Love
67,modern country,Jaron%20And%20The%20Long%20Road%20To%20Love
34,male country,Jaron%20And%20The%20Long%20Road%20To%20Love
100,dance,Jellybean
92,disco,Jellybean
92,80s,Jellybean
75,freestyle,Jellybean
50,house,Jellybean
100,indie,Jenny%20Lewis
83,female vocalists,Jenny%20Lewis
75,singer-songwriter,Jenny%20Lewis
60,folk,Jenny%20Lewis
47,indie pop,Jenny%20Lewis
100,comedy,Jimmy%20Fallon
25,funny,Jimmy%20Fallon
23,pop,Jimmy%20Fallon
23,stand-up comedy,Jimmy%20Fallon
20,humor,Jimmy%20Fallon
100,folk,Joe%20%26%20Eddie
100,southern rock,Johnny%20Van%20Zant
64,classic rock,Johnny%20Van%20Zant
41,rock,Johnny%20Van%20Zant
41,hard rock,Johnny%20Van%20Zant
21,80s,Johnny%20Van%20Zant
100,hip-hop,Joji
67,lo-fi,Joji
62,rnb,Joji
34,japanese,Joji
64,mexico,Juan%20Gabriel%20%26%20Ana%20Gabriel
54,latin,Juan%20Gabriel%20%26%20Ana%20Gabriel
34,spanish,Juan%20Gabriel%20%26%20Ana%20Gabriel
100,hard rock,Junkyard
55,hair metal,Junkyard
35,rock,Junkyard
21,glam metal,Junkyard
100,blues,Kathi%20McDonald
34,soul,Kathi%20McDonald
34,blues rock,Kathi%20McDonald
17,classic rock,Kathi%20McDonald
17,rock,Kathi%20McDonald
100,female vocalists,Kathie%20Lee%20Gifford
40,disney,Kathie%20Lee%20Gifford
20,female,Kathie%20Lee%20Gifford
20,jazz,Kathie%20Lee%20Gifford
100,blues,Keith%20Sykes
50,rock,Keith%20Sykes
50,country,Keith%20Sykes
50,country rock,Keith%20Sykes
100,rnb,Koffee%20Brown
86,neo-soul,Koffee%20Brown
43,soul,Koffee%20Brown
43,neo soul,Koffee%20Brown
100,post-rock,Kokomo
47,instrumental,Kokomo
13,german,Kokomo
80,old school,L.A.%20Dream%20Team
60,hip hop,L.A.%20Dream%20Team
60,rap,L.A.%20Dream%20Team
60,electro,L.A.%20Dream%20Team
100,funk,L.A.Boppers
80,soul,L.A.Boppers
20,jazz,L.A.Boppers
20,rnb,L.A.Boppers
100,soul,Laura%20Lee
51,funk,Laura%20Lee
42,female vocalists,Laura%20Lee
40,rhythm and blues,Laura%20Lee
25,rnb,Laura%20Lee
100,disco,Le%20Pamplemousse
75,funk,Le%20Pamplemousse
50,soul,Le%20Pamplemousse
25,usa,Le%20Pamplemousse
100,spoken word,Les%20Crane
50,70s,Les%20Crane
100,rap,Lil%20Wyte
72,hip-hop,Lil%20Wyte
52,dirty south,Lil%20Wyte
46,southern rap,Lil%20Wyte
34,gangsta rap,Lil%20Wyte
100,all,Los%20Pikadientes%20de%20Caborca
100,country,Love%20And%20Theft
34,modern country,Love%20And%20Theft
18,american,Love%20And%20Theft
11,singer-songwriter,Love%20And%20Theft
67,regional mexican,Lupillo%20Rivera
23,mexico,Lupillo%20Rivera
100,hip-hop,M.O.P.
79,rap,M.O.P.
45,hip hop,M.O.P.
30,new york,M.O.P.
100,dance,Mad%27house
49,pop,Mad%27house
31,female vocalists,Mad%27house
100,country,Maddie%20%26%20Tae
40,american,Maddie%20%26%20Tae
30,female vocalists,Maddie%20%26%20Tae
10,singer-songwriter,Maddie%20%26%20Tae
10,usa,Maddie%20%26%20Tae
100,new wave,Marc%20Almond
67,80s,Marc%20Almond
58,pop,Marc%20Almond
100,pop,Marilyn%20Martin
89,80s,Marilyn%20Martin
78,soundtrack,Marilyn%20Martin
56,american,Marilyn%20Martin
100,singer-songwriter,Martin%20Page
50,90s,Martin%20Page
34,male vocalists,Martin%20Page
17,chillout,Martin%20Page
100,power pop,Material%20Issue
52,chicago,Material%20Issue
40,alternative,Material%20Issue
38,90s,Material%20Issue
26,rock,Material%20Issue
100,hip-hop,MC%20Serch
57,rap,MC%20Serch
31,hip hop,MC%20Serch
31,new york,MC%20Serch
27,east coast rap,MC%20Serch
100,pop punk,Mest
76,punk rock,Mest
69,punk,Mest
49,rock,Mest
100,pop,Mitchel%20Musso
72,disney,Mitchel%20Musso
49,male vocalists,Mitchel%20Musso
100,classic rock,Mungo%20Jerry
96,rock,Mungo%20Jerry
80,70s,Mungo%20Jerry
64,oldies,Mungo%20Jerry
48,pop,Mungo%20Jerry
100,pop,Natalie
83,rnb,Natalie
54,female vocalists,Natalie
40,hip-hop,Natalie
100,post-punk,Nick%20Cave%20%26%20The%20Bad%20Seeds
65,rock,Nick%20Cave%20%26%20The%20Bad%20Seeds
60,alternative,Nick%20Cave%20%26%20The%20Bad%20Seeds
47,singer-songwriter,Nick%20Cave%20%26%20The%20Bad%20Seeds
47,alternative rock,Nick%20Cave%20%26%20The%20Bad%20Seeds
100,funk,Nikka%20Costa
91,soul,Nikka%20Costa
75,female vocalists,Nikka%20Costa
64,pop,Nikka%20Costa
41,rock,Nikka%20Costa
100,punk,Nina%20Hagen
85,post-punk,Nina%20Hagen
77,new wave,Nina%20Hagen
75,german,Nina%20Hagen
60,female vocalists,Nina%20Hagen
100,power pop,Off%20Broadway
40,new wave,Off%20Broadway
20,rock,Off%20Broadway
20,70s,Off%20Broadway
20,80s,Off%20Broadway
100,alt-country,Old%2097%27s
34,rock,Old%2097%27s
33,indie,Old%2097%27s
29,americana,Old%2097%27s
19,texas,Old%2097%27s
100,jazz,Paul%20Winter
60,new age,Paul%20Winter
35,jazz fusion,Paul%20Winter
29,ambient,Paul%20Winter
100,rnb,R.%20City
86,power pop,R.%20City
77,hip-hop,R.%20City
34,rap,R.%20City
29,rock,R.%20City
100,jazz,Ray%20Charles%20%2B%20The%20Count%20Basie%20Orchestra
65,blues,Ray%20Charles%20%2B%20The%20Count%20Basie%20Orchestra
39,soul,Ray%20Charles%20%2B%20The%20Count%20Basie%20Orchestra
26,swing,Ray%20Charles%20%2B%20The%20Count%20Basie%20Orchestra
100,jazz,Ray%20Charles%20And%20Cleo%20Laine
25,soul,Ray%20Charles%20And%20Cleo%20Laine
100,country,Rebecca%20Lynn%20Howard
65,female vocalists,Rebecca%20Lynn%20Howard
36,contemporary country,Rebecca%20Lynn%20Howard
24,modern country,Rebecca%20Lynn%20Howard
100,alternative rock,Revis
86,rock,Revis
80,post-grunge,Revis
56,alternative,Revis
100,new wave,Robert%20Hazard
42,american,Robert%20Hazard
25,rock,Robert%20Hazard
17,80s,Robert%20Hazard
100,hip-hop,Rodney%20O%20%26%20Joe%20Cooley
80,rap,Rodney%20O%20%26%20Joe%20Cooley
40,hip hop,Rodney%20O%20%26%20Joe%20Cooley
100,celtic,Ronan%20Hardiman
63,folk,Ronan%20Hardiman
61,irish,Ronan%20Hardiman
40,new age,Ronan%20Hardiman
32,soundtrack,Ronan%20Hardiman
100,60s,Sandy%20Posey
72,oldies,Sandy%20Posey
53,pop,Sandy%20Posey
53,female vocalists,Sandy%20Posey
20,country,Sandy%20Posey
100,rock,Sass%20Jordan
73,canadian,Sass%20Jordan
63,female vocalists,Sass%20Jordan
28,80s,Sass%20Jordan
11,female,Sass%20Jordan
100,80s,Scarlett%20%26%20Black
100,new wave,Scarlett%20%26%20Black
60,pop,Scarlett%20%26%20Black
60,synthpop,Scarlett%20%26%20Black
40,british,Scarlett%20%26%20Black
100,freestyle,Shana
28,dance,Shana
19,pop,Shana
100,electronic,Shiny%20Toy%20Guns
75,indie,Shiny%20Toy%20Guns
60,electronica,Shiny%20Toy%20Guns
49,rock,Shiny%20Toy%20Guns
40,dance,Shiny%20Toy%20Guns
100,soul,Shirley%20Brown
45,female vocalists,Shirley%20Brown
26,funk,Shirley%20Brown
100,reggae,Snoop%20Lion
45,hip-hop,Snoop%20Lion
37,dancehall,Snoop%20Lion
100,emo,Something%20Corporate
71,rock,Something%20Corporate
69,alternative,Something%20Corporate
49,indie,Something%20Corporate
100,rap,Soulja%20Slim
93,dirty south,Soulja%20Slim
85,new orleans,Soulja%20Slim
70,southern rap,Soulja%20Slim
62,hip hop,Soulja%20Slim
100,hip hop,Steady%20Mobb%27n
100,rap,Steady%20Mobb%27n
100,gangsta rap,Steady%20Mobb%27n
100,country,Steel%20Magnolia
24,modern country,Steel%20Magnolia
61,indie rock,Stephen%20Malkmus%20And%20The%20Jicks
46,indie,Stephen%20Malkmus%20And%20The%20Jicks
34,alternative,Stephen%20Malkmus%20And%20The%20Jicks
27,rock,Stephen%20Malkmus%20And%20The%20Jicks
27,lo-fi,Stephen%20Malkmus%20And%20The%20Jicks
100,aor,Streets
84,rock,Streets
67,80s,Streets
59,rap,Streets
50,hard rock,Streets
100,pop,Susanna%20Hoffs
100,female vocalists,Susanna%20Hoffs
53,rock,Susanna%20Hoffs
42,80s,Susanna%20Hoffs
27,american,Susanna%20Hoffs
100,soul,Sweet%20Thunder
100,rnb,Tatyana%20Ali
69,pop,Tatyana%20Ali
60,female vocalists,Tatyana%20Ali
19,90s,Tatyana%20Ali
100,aor,Taxxi
40,melodic rock,Taxxi
20,80s,Taxxi
20,hard rock,Taxxi
100,hip-hop,Terminator%20X
60,rap,Terminator%20X
40,hip hop,Terminator%20X
34,old school,Terminator%20X
100,pop,Terry%20Stafford
100,60s,Terry%20Stafford
65,oldies,Terry%20Stafford
22,male vocalists,Terry%20Stafford
100,emo,The%20Academy%20Is...
95,indie,The%20Academy%20Is...
94,alternative,The%20Academy%20Is...
86,rock,The%20Academy%20Is...
84,pop punk,The%20Academy%20Is...
100,funk,The%20Chakachas
37,soul,The%20Chakachas
37,latin,The%20Chakachas
22,spanish,The%20Chakachas
22,jazz,The%20Chakachas
86,60s,The%20Cuff%20Links
79,pop,The%20Cuff%20Links
43,oldies,The%20Cuff%20Links
36,vocal,The%20Cuff%20Links
100,blues,The%20Derek%20Trucks%20Band
56,blues rock,The%20Derek%20Trucks%20Band
50,rock,The%20Derek%20Trucks%20Band
38,jazz,The%20Derek%20Trucks%20Band
100,oldies,The%20Foundations
97,soul,The%20Foundations
86,60s,The%20Foundations
64,motown,The%20Foundations
52,pop,The%20Foundations
100,southern rock,The%20Gregg%20Allman%20Band
63,classic rock,The%20Gregg%20Allman%20Band
63,blues rock,The%20Gregg%20Allman%20Band
38,rock,The%20Gregg%20Allman%20Band
38,70s,The%20Gregg%20Allman%20Band
100,rock,The%20Jaggerz
100,oldies,The%20Jaggerz
50,classic rock,The%20Jaggerz
50,70s,The%20Jaggerz
100,indie,The%20Kooks
85,indie rock,The%20Kooks
73,british,The%20Kooks
53,britpop,The%20Kooks
48,alternative,The%20Kooks
86,60s,The%20Left%20Banke
72,psychedelic,The%20Left%20Banke
51,pop,The%20Left%20Banke
33,rock,The%20Left%20Banke
100,soul,The%20Magnificent%20Men
100,oldies,The%20Magnificent%20Men
100,soul,The%20Persuaders
100,jazz,The%20Peter%20Malick%20Group%20Featuring%20Norah%20Jones
54,female vocalists,The%20Peter%20Malick%20Group%20Featuring%20Norah%20Jones
54,blues,The%20Peter%20Malick%20Group%20Featuring%20Norah%20Jones
39,rock,The%20Peter%20Malick%20Group%20Featuring%20Norah%20Jones
31,usa,The%20Peter%20Malick%20Group%20Featuring%20Norah%20Jones
100,canadian,The%20Poppy%20Family
64,pop,The%20Poppy%20Family
64,70s,The%20Poppy%20Family
100,classic rock,The%20Robbin%20Thompson%20Band
100,rock,The%20Robbin%20Thompson%20Band
100,blues,The%20Robbin%20Thompson%20Band
100,blues rock,The%20Robbin%20Thompson%20Band
100,80s,The%20Screaming%20Blue%20Messiahs
80,alternative,The%20Screaming%20Blue%20Messiahs
80,garage rock,The%20Screaming%20Blue%20Messiahs
30,metal,The%20Screaming%20Blue%20Messiahs
100,reggae,The%20Wailers
35,ska,The%20Wailers
25,60s,The%20Wailers
100,electronic,Thom%20Yorke
83,alternative,Thom%20Yorke
74,experimental,Thom%20Yorke
56,indie,Thom%20Yorke
50,singer-songwriter,Thom%20Yorke
100,rock,Times%20Two
100,80s,Times%20Two
100,guitar virtuoso,Tony%20MacAlpine
58,instrumental,Tony%20MacAlpine
51,progressive rock,Tony%20MacAlpine
38,guitar,Tony%20MacAlpine
100,rap,Tony%20Yayo
74,hip-hop,Tony%20Yayo
56,hip hop,Tony%20Yayo
47,gangsta rap,Tony%20Yayo
100,country,Trent%20Tomlinson
34,southern rock,Trent%20Tomlinson
24,country rock,Trent%20Tomlinson
100,rapcore,Trik%20Turner
61,alternative,Trik%20Turner
53,rock,Trik%20Turner
48,alternative rock,Trik%20Turner
22,alternative metal,Trik%20Turner
72,christian,Trip%20Lee
57,hip-hop,Trip%20Lee
57,rap,Trip%20Lee
100,hip-hop,Twin%20Hype
100,hip hop,Twin%20Hype
100,rap,Twin%20Hype
100,new york,Twin%20Hype
100,usa,Twin%20Hype
100,soul,Two%20Tons%20Of%20Fun
50,disco,Two%20Tons%20Of%20Fun
50,funk,Two%20Tons%20Of%20Fun
100,metalcore,Unearth
27,metal,Unearth
24,hardcore,Unearth
21,melodic death metal,Unearth
11,death metal,Unearth
100,jazz,Van%20Morrison%20With%20Georgie%20Fame%20%26%20Friends
100,country,Vince%20Gill%20%26%20Paul%20Franklin
80,electronic,Washed%20Out
64,lo-fi,Washed%20Out
45,chillout,Washed%20Out
100,hip-hop,will.i.am
66,rap,will.i.am
57,rnb,will.i.am
51,funk,will.i.am
41,hip hop,will.i.am
100,soul,William%20DeVaughn
53,funk,William%20DeVaughn
33,rnb,William%20DeVaughn
13,70s,William%20DeVaughn
100,gangsta rap,Willie%20D
86,southern rap,Willie%20D
65,hip-hop,Willie%20D
65,dirty south,Willie%20D
100,jazz,Woody%20Allen
83,comedy,Woody%20Allen
38,stand-up comedy,Woody%20Allen
29,stand-up,Woody%20Allen
100,rock,Zwan
91,alternative,Zwan
83,alternative rock,Zwan
50,indie,Zwan
42,indie rock,Zwan
100,punk rock,%28%2B44%29
96,pop punk,%28%2B44%29
61,punk,%28%2B44%29
54,rock,%28%2B44%29
49,alternative,%28%2B44%29
100,progressive rock,3
39,alternative rock,3
28,rock,3
25,experimental,3
100,christian,4Him
58,contemporary christian,4Him
36,worship,4Him
100,hip-hop,Aesop%20Rock
48,underground hip-hop,Aesop%20Rock
37,rap,Aesop%20Rock
34,hip hop,Aesop%20Rock
100,rock,Andrew%20W.K.
91,hard rock,Andrew%20W.K.
44,metal,Andrew%20W.K.
100,hip-hop,Andy%20Mineo
100,christian,Andy%20Mineo
100,soul,Ann%20Peebles
41,funk,Ann%20Peebles
32,female vocalists,Ann%20Peebles
30,rhythm and blues,Ann%20Peebles
15,rnb,Ann%20Peebles
100,indie,Aqualung
72,singer-songwriter,Aqualung
67,alternative,Aqualung
42,indie rock,Aqualung
36,rock,Aqualung
100,hard rock,Bang
51,psychedelic rock,Bang
43,classic rock,Bang
28,rock,Bang
100,classic rock,Barry%20Gibb
87,pop,Barry%20Gibb
80,singer-songwriter,Barry%20Gibb
87,emo,Bayside
77,rock,Bayside
62,alternative,Bayside
49,punk,Bayside
37,indie,Bayside
100,pop,Bea%20Miller
79,female vocalists,Bea%20Miller
53,rock,Bea%20Miller
48,alternative,Bea%20Miller
100,hardcore,Biohazard
37,rapcore,Biohazard
29,metal,Biohazard
100,hip-hop,Blackalicious
43,hip hop,Blackalicious
39,rap,Blackalicious
31,underground hip-hop,Blackalicious
100,blues rock,Blodwyn%20Pig
64,progressive rock,Blodwyn%20Pig
60,blues,Blodwyn%20Pig
30,rock,Blodwyn%20Pig
26,classic rock,Blodwyn%20Pig
100,pop,Bobbi%20Martin
75,vocal,Bobbi%20Martin
50,female,Bobbi%20Martin
50,soul,Bobbi%20Martin
50,american,Bobbi%20Martin
100,disco,Boney%20M
58,pop,Boney%20M
49,80s,Boney%20M
45,dance,Boney%20M
42,70s,Boney%20M
100,indie,Brandon%20Flowers
81,alternative rock,Brandon%20Flowers
80,indie rock,Brandon%20Flowers
63,singer-songwriter,Brandon%20Flowers
58,rock,Brandon%20Flowers
100,emo,Breakwater
67,funk,Breakwater
31,soul,Breakwater
100,folk,Bud%20%26%20Travis
100,indie rock,Built%20To%20Spill
90,indie,Built%20To%20Spill
44,alternative,Built%20To%20Spill
35,rock,Built%20To%20Spill
22,indie pop,Built%20To%20Spill
100,reggaeton,Calle%2013
78,latin,Calle%2013
58,hip hop,Calle%2013
31,spanish,Calle%2013
100,soul,Calvin%20Richardson
100,rnb,Calvin%20Richardson
63,neo-soul,Calvin%20Richardson
25,gospel,Calvin%20Richardson
25,neo soul,Calvin%20Richardson
100,progressive rock,Caravan
23,rock,Caravan
21,progressive,Caravan
100,rock,Cashman%20%26%20West
100,rock and roll,Cashman%20%26%20West
100,funk,Cecil%20Holmes%20Soulful%20Sounds
50,soundtrack,Cecil%20Holmes%20Soulful%20Sounds
80,80s,Chi%20Coltrane
70,classic rock,Chi%20Coltrane
40,pop,Chi%20Coltrane
100,melodic death metal,Children%20Of%20Bodom
41,metal,Children%20Of%20Bodom
40,death metal,Children%20Of%20Bodom
32,power metal,Children%20Of%20Bodom
100,classic rock,Christie
73,70s,Christie
60,rock,Christie
60,oldies,Christie
57,british,Christie
100,soul,Chuckii%20Booker
100,rnb,Chuckii%20Booker
45,90s,Chuckii%20Booker
34,80s,Chuckii%20Booker
34,male vocalists,Chuckii%20Booker
100,black metal,Cradle%20Of%20Filth
40,metal,Cradle%20Of%20Filth
28,death metal,Cradle%20Of%20Filth
100,funk,Creative%20Source
77,soul,Creative%20Source
28,disco,Creative%20Source
100,alternative,Daniel%20Ash
69,post-punk,Daniel%20Ash
53,british,Daniel%20Ash
45,rock,Daniel%20Ash
82,folk,Dawes
70,indie,Dawes
56,indie rock,Dawes
52,folk rock,Dawes
50,acoustic,Dawes
100,metalcore,Demon%20Hunter
48,metal,Demon%20Hunter
33,christian,Demon%20Hunter
28,hardcore,Demon%20Hunter
100,country,Doug%20Sahm
95,texas,Doug%20Sahm
90,blues,Doug%20Sahm
45,rhythm and blues,Doug%20Sahm
100,rockabilly,Duane%20Eddy
70,instrumental,Duane%20Eddy
59,rock n roll,Duane%20Eddy
56,rock and roll,Duane%20Eddy
42,rock,Duane%20Eddy
85,regional mexican,Duelo
54,mexico,Duelo
100,pop,Emblem3
50,male vocalists,Emblem3
30,american,Emblem3
100,post-hardcore,Escape%20The%20Fate
55,screamo,Escape%20The%20Fate
41,emocore,Escape%20The%20Fate
38,hardcore,Escape%20The%20Fate
33,emo,Escape%20The%20Fate
100,psychedelic rock,Fat%20Mattress
46,progressive rock,Fat%20Mattress
37,psychedelic,Fat%20Mattress
28,rock,Fat%20Mattress
100,pop punk,Forever%20The%20Sickest%20Kids
82,powerpop,Forever%20The%20Sickest%20Kids
46,rock,Forever%20The%20Sickest%20Kids
38,electronic,Forever%20The%20Sickest%20Kids
28,power pop,Forever%20The%20Sickest%20Kids
100,alternative rock,Framing%20Hanley
69,rock,Framing%20Hanley
56,post-hardcore,Framing%20Hanley
53,alternative,Framing%20Hanley
31,indie,Framing%20Hanley
100,funk,Frankie%20Smith
29,hip hop,Frankie%20Smith
29,soul,Frankie%20Smith
15,70s,Frankie%20Smith
100,new wave,Gary%20Numan%20%26%20Tubeway%20Army
59,post-punk,Gary%20Numan%20%26%20Tubeway%20Army
56,synthpop,Gary%20Numan%20%26%20Tubeway%20Army
54,electronic,Gary%20Numan%20%26%20Tubeway%20Army
23,synth pop,Gary%20Numan%20%26%20Tubeway%20Army
100,disco,Gary%27s%20Gang
49,funk,Gary%27s%20Gang
38,70s,Gary%27s%20Gang
100,rock,Gavin%20Rossdale
94,alternative rock,Gavin%20Rossdale
74,alternative,Gavin%20Rossdale
60,singer-songwriter,Gavin%20Rossdale
55,british,Gavin%20Rossdale
50,disco,George%20Burns
50,dance,George%20Burns
100,freestyle,George%20LaMond
34,dance,George%20LaMond
16,pop,George%20LaMond
13,80s,George%20LaMond
100,soundtrack,George%20Martin
45,jazz,George%20Martin
29,pop,George%20Martin
100,pop,Grace%20VanderWaal
63,singer-songwriter,Grace%20VanderWaal
38,indie pop,Grace%20VanderWaal
