created,count,offset,artists.id,artists.type,artists.type-id,artists.score,artists.name,artists.sort-name,artists.country,artists.aliases,artists.tags,artists.isni-list,artists.area.id,artists.area.type,artists.area.type-id,artists.area.name,artists.area.sort-name,artists.area.life-span.ended,artists.begin-area.id,artists.begin-area.type,artists.begin-area.type-id,artists.begin-area.name,artists.begin-area.sort-name,artists.begin-area.life-span.ended,artists.life-span.begin,artists.life-span.end,artists.life-span.ended,search,artists.gender,artists.ipis,artists.end-area.id,artists.end-area.type,artists.end-area.type-id,artists.end-area.name,artists.end-area.sort-name,artists.end-area.life-span.ended,artists.disambiguation,artists.area.life-span.begin,artists.area.life-span.end,artists.begin-area.life-span.end,artists.begin-area.life-span.begin
2019-09-28T13:52:44.427Z,81041,0,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,Group,e431f5f6-b5d2-343d-8b36-72607fffb74b,100,The Beatles,"Beatles, The",GB,
